trip_id,city,distance_km,duration_minutes,traffic_level,demand_factor,battery_health_percent,energy_consumption_kwh,route_difficulty,vehicle_type,time_of_day,day_of_week,weather_condition,temperature_celsius,humidity_percent,driver_rating,surge_multiplier,historical_pricing_factor,is_holiday,charging_stations_nearby,user_type,fare_amount_inr
EV000604,Delhi,5.69,26.3,53,1.6099999999999999,91,6.04,7,Premium,Early_Morning,Monday,Storm,24,87,3.7,2,1.05,0,6,Regular,426.32
EV000605,Chennai,9.42,20.9,18,1.107,96,8.21,6,Compact,Night,Sunday,Hot,36,98,4.5,1,1,0,8,Premium,117.5
EV000606,Mumbai,43.86,190.2,60,3.2432399999999997,81,4.04,6,Premium,Morning_Peak,Saturday,Rainy,16,41,4.8,1.94,1.09,0,3,Regular,8584.6
EV000607,Pune,42.38,134.5,60,3.224,90,5.93,9,Sedan,Evening_Peak,Monday,Clear,22,41,3.8,1.69,0.99,0,4,Regular,2530.94
EV000608,Bangalore,2.29,9.8,80,1.9782,96,7.19,1,Sedan,Day_Time,Sunday,Rainy,15,30,3.5,1,1.08,0,6,Regular,67.81
EV000609,Chennai,6.14,22.6,41,2.548,88,5.35,1,Sedan,Day_Time,Wednesday,Rainy,31,95,3.8,1.83,1.1,0,10,Regular,269.47
EV000610,Pune,7.66,27,94,1.15,86,5.36,8,SUV,Early_Morning,Wednesday,Clear,31,84,4.4,1,0.98,0,5,Regular,141.78
EV000611,Bangalore,24.22,96.6,60,1.7199,75,3.29,6,SUV,Morning_Peak,Sunday,Clear,36,87,4.1,1,0.96,1,2,Regular,703.97
EV000612,Mumbai,45.34,213.1,99,0.9646,98,5.17,9,SUV,Evening_Peak,Monday,Rainy,31,86,3.6,1,1.03,0,1,Regular,1103.94
EV000613,Mumbai,15.64,73.6,70,2.95,99,5.06,8,SUV,Early_Morning,Friday,Foggy,32,63,4.4,2.34,1.05,0,10,Premium,2843.02
EV000614,Chennai,43.99,210.2,63,0.79,89,5.91,8,Sedan,Early_Morning,Tuesday,Hot,20,49,3.6,1,1.09,0,6,Regular,337.89
EV000615,Mumbai,2.67,10.4,67,1.56,73,5.07,5,Premium,Night,Tuesday,Hot,16,30,3.7,1,1.02,0,1,Regular,97.3
EV000616,Mumbai,2.28,6.4,88,3.354,79,7.98,4,Compact,Evening_Peak,Friday,Hot,39,49,4.3,1.82,0.94,0,1,Regular,171.07
EV000617,Mumbai,30.07,113,70,4.102,88,7.26,9,Compact,Night,Friday,Storm,24,69,4.9,2.42,1,0,7,Premium,8488.64
EV000618,Bangalore,35.15,83.6,69,1.07,83,6.26,10,Sedan,Early_Morning,Wednesday,Hot,15,81,3.7,1,0.94,0,9,Premium,468.33
EV000619,Mumbai,2.36,5.3,78,1.323,74,9.6,2,Compact,Day_Time,Sunday,Storm,37,49,4.5,2,1.01,1,1,Regular,106.08
EV000620,Pune,41.05,90.3,60,1.105,71,5.68,4,Compact,Morning_Peak,Tuesday,Foggy,19,51,4.1,1,0.98,0,10,Premium,366.28
EV000621,Chennai,28.29,104.1,3,3.465,92,8.11,6,Compact,Day_Time,Sunday,Storm,23,70,3.7,2.25,1.02,0,5,Regular,1723.23
EV000622,Chennai,37.93,187.5,12,2.9106,70,6.19,3,Premium,Night,Saturday,Storm,37,37,4.3,2.46,1.04,0,7,Premium,5217.53
EV000623,Bangalore,8.46,34.9,42,2.097,73,5.2,10,Sedan,Day_Time,Saturday,Clear,25,95,3.9,1.7,1,0,6,Regular,332.71
EV000624,Mumbai,4.26,13.1,27,1.8,97,5.11,8,Premium,Day_Time,Thursday,Foggy,23,56,4.3,1,0.98,0,3,Regular,210.24
EV000625,Delhi,47.97,228.6,77,0.549,96,6.9,2,Compact,Day_Time,Sunday,Foggy,19,85,4.9,1,0.96,0,7,Premium,403.59
EV000626,Delhi,36.67,179.8,57,3.717,85,8.2,1,Compact,Day_Time,Sunday,Storm,39,90,4.2,2.03,0.97,0,9,Regular,3395.31
EV000627,Mumbai,11.44,34.7,93,0.784,92,4.5,1,SUV,Early_Morning,Thursday,Rainy,18,88,4.2,1,0.91,0,10,Regular,169.37
EV000628,Bangalore,14.33,31.1,14,2.14,75,5.72,7,Sedan,Night,Friday,Hot,25,70,3.9,1.85,1.09,0,2,Premium,770.67
EV000629,Chennai,39.47,143.1,13,1.242,88,5.19,4,SUV,Night,Saturday,Foggy,30,53,4.2,1,1.07,0,4,Regular,675.08
EV000630,Bangalore,21.3,103.7,60,1.8954000000000004,74,6.11,8,Compact,Evening_Peak,Saturday,Foggy,36,83,4.3,1,0.93,0,4,Premium,461.91
EV000631,Chennai,50.61,187.5,61,1.9656,78,6.09,3,Compact,Morning_Peak,Friday,Rainy,22,59,4.4,1,1.05,0,8,Regular,859.96
EV000632,Delhi,4.99,24.8,60,4.8412,80,4.72,8,SUV,Morning_Peak,Wednesday,Rainy,37,60,3.7,1.83,0.97,1,1,Premium,813.07
EV000633,Mumbai,12.91,26,60,1.8486000000000002,71,5.22,10,Premium,Evening_Peak,Saturday,Foggy,20,59,4.4,1,0.92,0,6,Premium,579.06
EV000634,Delhi,35.99,149.5,46,0.49500000000000005,85,5.51,5,Sedan,Day_Time,Sunday,Foggy,38,38,4.9,1,1.07,0,1,Premium,302.75
EV000635,Chennai,7.19,16.5,24,3.01,86,5.33,9,Sedan,Day_Time,Monday,Storm,35,79,3.6,2.45,1.04,0,6,Premium,634.85
EV000636,Pune,32.95,82.8,60,1.9500000000000002,79,5.18,7,Premium,Morning_Peak,Tuesday,Foggy,15,32,4.2,1,1.09,0,10,Regular,1346.17
EV000637,Bangalore,29.28,141.9,71,4.8957999999999995,81,8.22,9,Compact,Morning_Peak,Monday,Storm,25,50,4.2,2.49,1.08,0,6,Regular,5776.33
EV000638,Chennai,28.67,133.9,17,2.6837999999999997,80,6.64,1,Compact,Day_Time,Sunday,Storm,37,88,3.8,2,0.98,0,9,Regular,1095.28
EV000639,Pune,42.25,200.3,76,2.48,96,7.34,5,Sedan,Night,Friday,Foggy,24,36,4.7,1.91,1.09,0,4,Premium,4379.49
EV000640,Chennai,29.75,74.2,20,0.826,73,4.4,8,SUV,Night,Thursday,Storm,17,43,3.9,2,0.9,0,7,Regular,576.47
EV000641,Pune,12.28,40.2,79,2.509,73,7.37,1,Premium,Evening_Peak,Thursday,Hot,25,76,4.8,1.51,0.95,0,7,Premium,866.83
EV000642,Chennai,37.71,159.2,27,3.2199999999999998,76,6.44,4,Premium,Day_Time,Monday,Storm,21,39,3.7,2,1,0,8,Regular,3397.25
EV000643,Bangalore,32.64,94.7,76,2.483,78,6.12,1,Premium,Evening_Peak,Friday,Foggy,21,75,4,2.34,0.92,0,2,Regular,3431.03
EV000644,Delhi,48.95,101.2,35,2.82,72,4.32,5,SUV,Night,Thursday,Hot,21,45,4,1.53,1.03,0,9,Regular,2945.53
EV000645,Delhi,13.04,53.3,75,1.728,82,5.63,7,Premium,Night,Saturday,Foggy,35,69,4.1,1,0.95,0,4,Premium,632.42
EV000646,Bangalore,34.77,142.9,62,3.3813,98,6.04,9,Sedan,Evening_Peak,Saturday,Hot,29,77,4.4,2.17,0.98,0,5,Premium,4853.12
EV000647,Delhi,8.45,36.5,74,1.7136,76,6.25,9,Sedan,Night,Sunday,Rainy,19,72,4.6,1,1,0,7,Regular,248.34
EV000648,Delhi,40.98,124,71,2.296,86,7.12,7,Sedan,Day_Time,Thursday,Rainy,39,75,4.9,2.02,1.03,0,9,Premium,3825.09
EV000649,Pune,12.03,45.7,60,2.7560000000000002,92,6.53,2,Sedan,Evening_Peak,Tuesday,Clear,34,42,4,2.04,1.01,0,5,Premium,779.71
EV000650,Mumbai,28.65,118.7,32,0.84,97,5.17,3,Sedan,Early_Morning,Tuesday,Rainy,30,52,4.1,1,0.94,0,6,Regular,301.37
EV000651,Pune,38.89,193.3,60,3.25962,99,5.23,9,Premium,Morning_Peak,Saturday,Rainy,32,74,3.9,1.92,1,0,4,Regular,5549.45
EV000652,Chennai,46.08,156.8,64,3.402,93,5.42,7,Sedan,Day_Time,Tuesday,Rainy,39,93,3.5,2.43,1.04,0,7,Premium,4475.01
EV000653,Delhi,37.83,124,54,2.25,94,5.8,2,Compact,Early_Morning,Saturday,Clear,33,45,4.8,1.93,0.95,0,1,Premium,1757.03
EV000654,Pune,8.07,30.7,60,3.2994,87,5.8,7,Compact,Morning_Peak,Saturday,Clear,19,34,3.7,2.05,0.97,0,9,Regular,439.02
EV000655,Pune,18.24,51.7,46,0.9239999999999999,97,4.04,2,SUV,Early_Morning,Tuesday,Rainy,37,58,4,1,1.04,0,4,Regular,237.9
EV000656,Mumbai,20.97,86.5,60,1.4170000000000003,71,5.66,8,Compact,Morning_Peak,Thursday,Clear,35,73,3.8,1,0.91,1,5,Regular,301.1
EV000657,Delhi,38.42,86.4,60,1.4300000000000002,79,4.82,8,SUV,Morning_Peak,Monday,Foggy,24,80,3.5,1,0.96,0,8,Premium,751.52
EV000658,Mumbai,2.35,5.4,86,3.276,100,6.31,8,Premium,Evening_Peak,Sunday,Rainy,27,94,4.8,1.78,1.03,0,8,Premium,637.98
EV000659,Mumbai,33.44,108.3,51,1.38,87,4.22,5,Premium,Night,Tuesday,Clear,37,55,4.8,1,1.07,0,2,Regular,1692.18
EV000660,Pune,28.1,135,95,2.522,81,4.56,5,SUV,Morning_Peak,Wednesday,Foggy,37,79,4,2.11,1.02,0,9,Premium,2420.19
EV000661,Bangalore,43.24,180,67,3.0029999999999997,72,6.2,4,Premium,Morning_Peak,Monday,Storm,30,34,5,2,0.96,0,10,Regular,7343.71
EV000662,Bangalore,29.43,71.2,27,1.251,79,8.41,1,Compact,Day_Time,Sunday,Hot,23,92,4.5,1,0.93,0,4,Regular,317.1
EV000663,Pune,13.2,37.7,46,1.69,93,5.9,6,Sedan,Night,Thursday,Foggy,21,79,4,1,0.91,0,9,Regular,282.33
EV000664,Delhi,31.05,82.6,60,1.35954,97,4.82,8,SUV,Morning_Peak,Saturday,Storm,32,44,4.5,2,1.06,0,1,Regular,2223.82
EV000665,Pune,25.84,120.2,79,2.379,87,7.75,7,Compact,Morning_Peak,Monday,Foggy,33,60,4.4,1.88,1.07,0,6,Regular,1493.1
EV000666,Chennai,45.11,183,17,3.7659999999999996,85,4.33,6,SUV,Night,Monday,Storm,18,33,4.5,2,0.93,0,7,Regular,5770.54
EV000667,Chennai,38.92,155,60,1.0010000000000001,80,4.63,5,SUV,Evening_Peak,Thursday,Foggy,15,88,4.8,1,0.93,0,5,Premium,546.39
EV000668,Bangalore,44.72,193.1,60,1.4742000000000002,91,4.34,9,SUV,Morning_Peak,Saturday,Hot,32,30,3.7,1,0.96,0,6,Regular,1111.41
EV000669,Chennai,32.27,157.5,19,1.68,72,6.08,10,Sedan,Night,Friday,Rainy,21,77,4,1,0.93,0,5,Regular,482.68
EV000670,Chennai,7.71,29,25,2.74,75,5.8,5,Sedan,Early_Morning,Monday,Clear,31,95,3.9,1.93,1.01,0,1,Premium,287.32
EV000671,Pune,45.93,161.8,29,1.52,87,4.95,10,Sedan,Night,Friday,Foggy,23,94,4.8,1,0.97,0,3,Regular,1101.54
EV000672,Mumbai,35.35,126.1,3,2.367,70,6.08,6,Premium,Night,Saturday,Hot,38,47,4.3,2.15,1.05,0,10,Regular,3738.1
EV000673,Chennai,36.44,149.6,6,2.75,88,7.24,9,Sedan,Day_Time,Wednesday,Hot,26,41,3.7,2.44,0.93,0,3,Premium,1999.38
EV000674,Chennai,14.11,49,60,2.0747999999999998,98,5.88,8,Compact,Morning_Peak,Monday,Rainy,19,97,3.8,2.14,1.01,0,1,Regular,616.58
EV000675,Chennai,12.88,27.1,60,2.73,75,5.58,3,Sedan,Evening_Peak,Friday,Storm,19,82,4.2,2,0.91,0,9,Premium,783.35
EV000676,Delhi,33.73,158.8,39,2.76,93,7.53,4,Compact,Early_Morning,Tuesday,Hot,31,90,3.7,1.64,0.93,0,7,Premium,1251.57
EV000677,Pune,9.85,30.3,64,0.754,87,5.06,2,Premium,Morning_Peak,Tuesday,Hot,19,54,3.9,1,1.03,0,2,Regular,129.32
EV000678,Mumbai,19.78,68.2,95,1.2557999999999998,89,5.32,10,Premium,Morning_Peak,Wednesday,Rainy,31,75,4.5,1,0.91,0,5,Regular,875.95
EV000679,Mumbai,15.61,56.1,19,2.32,80,6.07,8,Sedan,Day_Time,Thursday,Hot,36,35,4.2,1.57,0.99,1,3,Regular,816.99
EV000680,Pune,36.49,147.3,96,2.04,91,8.47,9,Compact,Night,Thursday,Clear,19,89,3.7,1.77,0.97,0,3,Regular,1625.81
EV000681,Mumbai,20.63,94.7,23,1.85,87,5.93,7,Sedan,Night,Thursday,Clear,37,98,4.3,1,1.01,0,2,Regular,655.1
EV000682,Pune,6.7,14.1,47,1.35,76,6,4,Sedan,Early_Morning,Sunday,Clear,36,58,3.5,1,1.05,0,2,Regular,63.59
EV000683,Bangalore,35.13,90.7,57,1.5624,98,6.73,7,Sedan,Early_Morning,Saturday,Storm,19,94,3.8,2,1.01,0,5,Premium,2119.45
EV000684,Bangalore,34.81,123.4,91,0.868,94,8.67,1,Compact,Night,Tuesday,Storm,20,53,4.1,2,1.04,0,4,Premium,1383.49
EV000685,Mumbai,4.54,14.6,45,1.29,92,8.2,6,Compact,Night,Wednesday,Hot,23,89,4.4,1,0.99,0,6,Premium,106.65
EV000686,Pune,43.49,164.3,93,3.5139999999999993,82,5.62,5,Premium,Night,Tuesday,Rainy,15,80,4.4,1.61,0.95,0,5,Regular,6777.23
EV000687,Mumbai,28.08,86.8,79,3.146,94,4.96,8,SUV,Morning_Peak,Wednesday,Clear,35,34,4.5,2.24,1.09,0,2,Regular,5386.27
EV000688,Pune,10.36,30.5,44,2.35,83,7.5,1,Sedan,Night,Wednesday,Hot,37,71,4.9,1.78,1.02,0,9,Regular,577.13
EV000689,Bangalore,33.51,75.1,87,1.251,99,6.18,8,Premium,Day_Time,Saturday,Hot,24,56,3.8,1,1.05,0,4,Premium,1358.42
EV000690,Bangalore,49.23,137.1,31,0.7110000000000001,96,3.64,8,SUV,Night,Sunday,Clear,22,69,4.1,1,1.01,0,8,Regular,750.51
EV000691,Pune,20.14,67,60,1.1700000000000002,70,5.71,7,Compact,Evening_Peak,Thursday,Foggy,31,66,3.8,1,0.97,0,9,Regular,177.19
EV000692,Chennai,23.62,106.6,49,1.36,72,5.64,4,Sedan,Early_Morning,Friday,Clear,38,64,3.8,1,0.93,0,9,Regular,191.8
EV000693,Chennai,13.34,56.4,60,0.767,96,6.57,6,Premium,Morning_Peak,Thursday,Hot,16,47,4.5,1,0.96,0,1,Regular,192.61
EV000694,Chennai,23.81,89.1,26,2.65,77,4.58,10,SUV,Day_Time,Tuesday,Clear,23,84,4.7,2.48,0.96,0,9,Premium,1871.16
EV000695,Pune,14.81,58.9,8,2.8854,73,6.02,6,Sedan,Day_Time,Sunday,Storm,37,51,3.6,2,0.95,0,8,Regular,703.21
EV000696,Delhi,49.37,156.8,72,1.3159999999999998,87,7.55,10,Premium,Early_Morning,Wednesday,Storm,27,43,3.7,2,0.99,0,10,Premium,3509.2
EV000697,Bangalore,24.69,86.8,99,2.0540000000000003,81,7.15,2,Compact,Evening_Peak,Tuesday,Foggy,37,32,3.9,2.49,1.06,0,9,Premium,1744.93
EV000698,Mumbai,25.07,94.1,54,1.323,89,6.82,10,Compact,Night,Saturday,Clear,21,89,4.8,1,0.9,0,4,Premium,614.92
EV000699,Bangalore,23.52,109.5,18,2.142,91,7.25,4,Compact,Early_Morning,Saturday,Clear,32,61,4.7,1.58,1.07,0,4,Premium,942.38
EV000700,Chennai,9.14,44.2,51,1.134,93,5.73,4,Premium,Night,Monday,Rainy,19,93,4.6,1,1.01,0,9,Regular,266.02
EV000701,Mumbai,3.05,15.1,51,2.3,83,7.61,8,Compact,Night,Monday,Hot,26,43,4,2.27,1.05,0,5,Premium,271.16
EV000702,Mumbai,35.79,126.8,48,2.403,90,5.11,3,Sedan,Night,Sunday,Clear,29,39,4,2.27,1.01,1,4,Regular,3651.55
EV000703,Mumbai,51.82,212.4,38,2.13,71,4.45,6,Premium,Night,Wednesday,Foggy,35,88,4.5,1.53,0.97,1,10,Regular,4780.08
EV000704,Pune,32.34,100.6,39,0.756,70,6.59,5,Sedan,Night,Monday,Rainy,36,55,4.1,1,0.92,0,4,Premium,271.34
EV000705,Chennai,20.93,94.8,24,2.358,91,3.85,9,SUV,Early_Morning,Saturday,Clear,34,33,3.6,1.51,0.96,0,5,Regular,655.55
EV000706,Delhi,17.82,63.7,78,0.741,96,4.44,7,SUV,Morning_Peak,Monday,Foggy,18,65,4.8,1,0.93,0,9,Regular,293.49
EV000707,Mumbai,38.03,160.6,60,1.2012,74,4.27,8,SUV,Morning_Peak,Tuesday,Storm,39,36,4.3,2,0.92,0,4,Regular,1803.84
EV000708,Mumbai,48.53,164.1,44,3.6399999999999997,86,4.29,9,SUV,Night,Thursday,Rainy,23,56,4.1,1.75,1.01,0,2,Regular,7536.08
EV000709,Mumbai,3.88,13,46,2.1924,100,6.4,1,Compact,Night,Saturday,Rainy,24,44,4.4,2.49,0.97,0,8,Regular,376.88
EV000710,Chennai,46.78,118,39,1.575,76,4.16,1,SUV,Night,Saturday,Clear,20,88,4.6,1,1.09,0,6,Regular,985.21
EV000711,Mumbai,33.29,160.1,60,2.652,76,6.2,9,Compact,Evening_Peak,Tuesday,Clear,28,92,4.1,1.77,1.06,0,7,Regular,1933.67
EV000712,Chennai,45.56,140.6,61,1.4391,79,5.59,5,Premium,Evening_Peak,Saturday,Foggy,33,59,3.8,1,1.09,0,8,Regular,1019.97
EV000713,Chennai,7.04,26.1,50,2.79,82,6.22,2,Sedan,Night,Wednesday,Foggy,35,36,4.5,1.63,0.99,0,5,Regular,366.84
EV000714,Delhi,36.67,124.8,60,2.327,100,4.3,2,Premium,Evening_Peak,Wednesday,Foggy,38,97,3.6,1.53,0.9,0,3,Regular,2369.19
EV000715,Delhi,13.46,55.7,83,3.8870000000000005,72,6.73,5,Premium,Morning_Peak,Monday,Clear,35,55,3.8,1.97,1.08,0,5,Premium,2065.46
EV000716,Delhi,16.8,76.4,76,3.8350000000000004,84,7.26,10,Premium,Evening_Peak,Friday,Hot,36,73,3.8,1.59,0.92,0,4,Regular,2066.23
EV000717,Delhi,6.17,25.5,94,2.74,87,9.51,1,Compact,Night,Monday,Hot,21,79,4.7,2.07,0.95,0,2,Regular,500.28
EV000718,Pune,24.31,103,37,1.746,78,4.74,3,SUV,Day_Time,Sunday,Hot,20,97,4.2,1,0.93,0,7,Regular,428.47
EV000719,Delhi,8.69,28.1,60,3.77,92,4.22,1,SUV,Morning_Peak,Thursday,Hot,35,94,3.8,1.99,1.02,0,8,Regular,900.29
EV000720,Delhi,47.89,160.4,52,1.9319999999999997,75,4.57,10,SUV,Early_Morning,Tuesday,Storm,39,33,4.2,2,0.99,0,4,Regular,2951.06
EV000721,Delhi,20.16,60.7,21,3.15,71,3.61,4,SUV,Early_Morning,Friday,Rainy,29,93,4.8,1.96,1,1,6,Premium,1940.89
EV000722,Mumbai,51.7,112.3,63,3.486,78,4.98,8,Premium,Night,Monday,Storm,28,35,3.8,2.04,1.06,1,10,Regular,15110.63
EV000723,Delhi,14.61,59.4,35,2.09,86,6.97,2,Compact,Night,Friday,Clear,20,61,4.9,1.64,0.9,0,8,Regular,576.18
EV000724,Bangalore,46.44,131,60,2.1658,92,5.83,3,Sedan,Evening_Peak,Tuesday,Storm,31,77,4.8,2.45,0.94,0,1,Premium,5165.19
EV000725,Mumbai,27.29,92.4,1,1.56,74,8.11,1,Compact,Night,Monday,Hot,34,33,3.9,1,1.04,0,10,Regular,387.12
EV000726,Pune,4.9,14,95,2.548,71,8.94,6,Compact,Morning_Peak,Monday,Clear,19,56,3.7,1.67,1.09,0,1,Regular,181.82
EV000727,Chennai,32.59,106.4,88,2.2568,98,7.12,2,Sedan,Morning_Peak,Monday,Rainy,37,43,3.8,2.46,1.04,0,1,Premium,2343.82
EV000728,Chennai,27.68,136.7,60,1.703,78,5.71,5,Sedan,Evening_Peak,Thursday,Clear,16,87,4.8,1,0.98,0,10,Premium,548.03
EV000729,Pune,28.3,137.9,6,0.7290000000000001,89,4.61,7,SUV,Night,Saturday,Clear,19,94,3.8,1,1.05,0,9,Premium,308.94
EV000730,Mumbai,8.52,42.1,60,1.7420000000000002,85,6.47,7,Sedan,Evening_Peak,Thursday,Clear,34,75,3.8,1,1.04,0,8,Regular,211.42
EV000731,Pune,19.36,44.7,77,0.86,93,6.78,3,Premium,Day_Time,Monday,Clear,34,65,3.5,1,1.08,0,6,Premium,338.88
EV000732,Delhi,32.24,154.9,20,0.9,89,5.54,5,Sedan,Night,Sunday,Clear,25,53,5,1,0.94,0,6,Premium,488.13
EV000733,Mumbai,28.3,86.9,42,1.9319999999999997,94,5.23,9,SUV,Night,Wednesday,Storm,31,48,4.9,2,1.08,0,9,Premium,4861.44
EV000734,Mumbai,22.88,103.3,60,4.8776,70,5.77,9,Premium,Evening_Peak,Thursday,Rainy,20,70,4,2.29,1.04,0,3,Regular,5852.21
EV000735,Mumbai,6.7,16.6,32,1.88,76,5.85,10,Premium,Early_Morning,Monday,Hot,28,53,4.2,1,0.99,0,1,Regular,234.53
EV000736,Mumbai,39.89,95.6,47,1.1340000000000001,73,6.94,1,Compact,Early_Morning,Saturday,Clear,22,30,4.1,1,1.02,0,4,Regular,385.41
EV000737,Pune,6.94,23.8,60,2.9484000000000004,84,5.55,8,Sedan,Evening_Peak,Friday,Rainy,23,92,3.9,2.38,0.93,1,9,Premium,694.56
EV000738,Bangalore,46.57,192.5,85,1.8486000000000002,74,8.1,9,Sedan,Morning_Peak,Sunday,Clear,24,74,4.5,1,0.91,0,9,Premium,1258.07
EV000739,Mumbai,22.61,96.2,96,3.1121999999999996,79,6.84,4,Premium,Morning_Peak,Wednesday,Rainy,33,44,4.2,1.56,1.03,0,7,Regular,3182.72
EV000740,Mumbai,18.2,77.9,60,3.1122,76,8.2,10,Compact,Evening_Peak,Saturday,Hot,34,91,4.4,2.02,1,0,1,Premium,1680.22
EV000741,Mumbai,11.39,46.2,60,1.248,89,3.2,10,SUV,Evening_Peak,Thursday,Clear,24,55,3.9,1,0.93,0,10,Regular,251.1
EV000742,Pune,22.55,63.5,49,1.498,70,6.24,1,Sedan,Day_Time,Thursday,Storm,26,44,3.6,2,1.05,0,4,Premium,728.47
EV000743,Bangalore,42.47,155.9,81,1.3299999999999998,99,9.23,9,Compact,Day_Time,Tuesday,Storm,37,59,3.7,2,0.97,0,6,Premium,2087.46
EV000744,Bangalore,2.91,10.6,91,1.11,91,5.15,5,Premium,Night,Thursday,Foggy,16,60,5,1,1.07,0,2,Regular,145.73
EV000745,Bangalore,13.29,26.8,91,2.71,98,6.18,4,Premium,Night,Friday,Hot,27,67,4.9,1.61,1.01,0,4,Premium,2692.64
EV000746,Mumbai,45.66,173.2,60,5.1324,99,6.72,1,Sedan,Evening_Peak,Tuesday,Rainy,28,44,4.2,1.97,0.99,0,1,Premium,9167.25
EV000747,Pune,46.3,164.5,12,1.008,76,6.14,9,Premium,Day_Time,Friday,Storm,32,51,4.9,2,0.97,1,3,Regular,2190.77
EV000748,Chennai,46.48,189.2,22,3.7296,86,7.45,10,Sedan,Night,Sunday,Storm,25,66,4.6,2.41,0.96,0,9,Premium,6954.36
EV000749,Chennai,17.46,52.9,2,1.84,86,3.42,1,SUV,Day_Time,Friday,Foggy,32,42,3.7,1,0.93,0,9,Premium,270.33
EV000750,Delhi,10.71,32.3,62,2.3920000000000003,84,6.64,3,Premium,Evening_Peak,Tuesday,Hot,29,80,4.8,2.4,1.04,0,6,Premium,1621.11
EV000751,Delhi,16.46,51.4,60,0.5850000000000001,80,4.88,8,Premium,Morning_Peak,Saturday,Clear,25,64,3.9,1,1.02,0,7,Regular,179.87
EV000752,Chennai,38.18,180.4,23,1.1520000000000001,86,4.61,2,SUV,Early_Morning,Saturday,Foggy,24,30,4.6,1,1.01,0,2,Regular,458.89
EV000753,Delhi,46.99,228.9,45,1.3,74,3.91,4,SUV,Night,Tuesday,Foggy,25,82,4.2,1,0.98,0,2,Regular,950.56
EV000754,Chennai,51.33,102.8,60,1.7854200000000002,86,6.05,7,Premium,Morning_Peak,Saturday,Storm,16,91,4.7,2,0.99,0,9,Premium,5162.2
EV000755,Pune,25.45,98,26,1.9260000000000002,85,5.92,9,SUV,Day_Time,Sunday,Hot,29,88,4.5,1,1.09,0,9,Regular,781.75
EV000756,Mumbai,28.41,75,60,1.8199999999999998,100,6.55,6,Sedan,Evening_Peak,Monday,Storm,15,80,4.9,2,0.96,0,9,Premium,2799.21
EV000757,Pune,29.2,108.9,94,3.7296,88,5.96,4,SUV,Early_Morning,Saturday,Rainy,29,73,3.6,1.94,0.99,0,10,Regular,2729.93
EV000758,Bangalore,25.05,105.3,60,4.61916,70,6.84,8,Sedan,Evening_Peak,Sunday,Storm,16,65,4.6,2,1.08,0,9,Regular,4097.75
EV000759,Bangalore,47.93,181.5,60,1.365,87,4.1,1,SUV,Evening_Peak,Monday,Rainy,34,56,3.9,1,0.96,0,9,Premium,1093.21
EV000760,Delhi,27.05,115.2,85,1.612,86,8.11,8,Sedan,Morning_Peak,Monday,Hot,39,66,3.8,1,1.02,0,3,Premium,627.19
EV000761,Chennai,26.24,87.6,60,1.6926,95,5.56,10,SUV,Morning_Peak,Tuesday,Storm,19,89,4,2,1.08,0,8,Regular,1787.07
EV000762,Pune,3.63,14.1,88,1.06,88,8.91,5,Sedan,Night,Monday,Hot,35,97,4.3,1,1,1,1,Premium,75.94
EV000763,Mumbai,44.16,147,68,2.1762,87,4.84,5,SUV,Morning_Peak,Saturday,Clear,39,87,4.2,1.96,0.91,0,1,Regular,3306.03
EV000764,Delhi,9.6,20.6,97,0.77,82,9.12,2,Compact,Night,Thursday,Storm,22,54,4.4,2,0.96,0,4,Regular,238.01
EV000765,Chennai,10.71,44.2,60,4.2951999999999995,71,6.86,1,Compact,Evening_Peak,Monday,Storm,29,42,3.6,2.37,0.95,0,2,Regular,732.85
EV000766,Chennai,30.19,76.7,73,3.5279999999999996,75,8.4,1,Sedan,Early_Morning,Wednesday,Storm,29,53,4.2,2.47,1.07,0,5,Regular,2765.63
EV000767,Pune,11.98,42.3,12,2.1797999999999997,86,7.45,10,Sedan,Early_Morning,Sunday,Storm,34,48,4.2,2,1.03,0,7,Regular,637.8
EV000768,Chennai,46.84,94.6,41,2.84,74,5.34,7,Premium,Night,Monday,Foggy,18,81,3.8,2.06,1.02,0,3,Regular,4537.63
EV000769,Bangalore,44.42,209.1,60,2.9133000000000004,95,5.86,8,SUV,Evening_Peak,Saturday,Hot,15,38,5,2.16,1.01,0,5,Premium,7445.63
EV000770,Chennai,42.45,130.6,85,1.7639999999999998,98,3.89,10,SUV,Early_Morning,Tuesday,Rainy,24,40,4.2,1,1.01,0,9,Regular,1208.8
EV000771,Delhi,29.66,129,60,1.6380000000000001,70,6.38,1,Sedan,Evening_Peak,Monday,Hot,37,58,4.8,1,0.94,0,5,Regular,508.7
EV000772,Bangalore,28.68,113.8,36,0.714,75,5.92,7,Premium,Day_Time,Tuesday,Storm,31,96,4.5,2,0.99,0,6,Regular,1053.01
EV000773,Bangalore,42.13,184.2,60,4.30794,89,5.96,1,Premium,Morning_Peak,Sunday,Rainy,28,49,4.1,1.78,1.06,0,10,Premium,8832.3
EV000774,Pune,17.75,66.9,3,3.9059999999999997,81,4.94,4,Sedan,Early_Morning,Tuesday,Rainy,19,94,4.5,2.09,0.97,0,10,Premium,1280.25
EV000775,Delhi,21.91,104.6,42,1.8648,86,5.6,6,Compact,Early_Morning,Sunday,Rainy,15,70,4.2,1,0.92,0,1,Regular,354.02
